Time*,C-2DPS-2 Instron Force (kN),C-2DPS-2 Extensometer (mm/mm)
3473,9.798476344,0.12126024
3473.5,9.798569328,0.121277316
3474,9.798594361,0.121304943
3474.5,9.798551446,0.121316342
3475,9.797864801,0.121343388
3475.5,9.798619395,0.121360018
3476,9.798655158,0.121379821
3476.5,9.799538499,0.121403067
3477,9.799992687,0.121416478
3477.5,9.79854787,0.12144719
3478,9.798665887,0.121461003
3478.5,9.799399024,0.121482103
3479,9.799996263,0.121507003
3479.5,9.799137956,0.121518402
3480,9.798873311,0.121548041
3480.5,9.798866159,0.121559842
3481,9.799137956,0.121582954
3481.5,9.800489789,0.121606066
3482,9.800543433,0.121620058
3482.5,9.799638635,0.121649562
3483,9.799474126,0.121660336
3483.5,9.800529128,0.121685772
3484,9.801165706,0.121705665
3484.5,9.801158553,0.121721624
3485,9.800797349,0.121751799
3485.5,9.800425416,0.121761008
3486,9.801237232,0.121787651
3486.5,9.801230079,0.121805577
3487,9.801298028,0.121823638
3487.5,9.801251537,0.121851533
3488,9.800032026,0.121861725
3488.5,9.801187164,0.121890782
3489,9.801269418,0.12190464
3489.5,9.801448232,0.121924891
3490,9.801287299,0.121952697
3490.5,9.801194316,0.121961906
3491,9.801576978,0.121992259
3491.5,9.802109844,0.122008129
3492,9.80223859,0.122028469
3492.5,9.802102691,0.122053279
3493,9.801351672,0.122065573
3493.5,9.801809436,0.122094764
3494,9.802288658,0.122110053
3494.5,9.803018218,0.122129678
3495,9.802231437,0.122151895
3495.5,9.801340944,0.122166871
3496,9.802803642,0.122193783
3496.5,9.802800065,0.122208713
3497,9.803772813,0.122232719
3497.5,9.803765661,0.122254624
3498,9.80254615,0.122269018
3498.5,9.803458101,0.122296779
3499,9.803865797,0.122308849
3499.5,9.804023153,0.122333973
3500,9.804001695,0.122355922
3500.5,9.80362261,0.122370138
3501,9.803872949,0.122401251
3501.5,9.804055339,0.122413143
3502,9.804091102,0.122439383
3502.5,9.804037458,0.122456728
3503,9.803876525,0.122474967
3503.5,9.804091102,0.122500717
3504,9.804012424,0.122513278
3504.5,9.804262764,0.122540994
3505,9.804470188,0.122559189
3505.5,9.804201967,0.122576087
3506,9.804101831,0.122604295
3506.5,9.80444873,0.122614934
3507,9.805056697,0.122642963
3507.5,9.805442936,0.122661023
3508,9.804945833,0.122678189
3508.5,9.804076797,0.122703894
3509,9.804591781,0.1227165
3509.5,9.805500156,0.122745289
3510,9.805632478,0.122760042
3510.5,9.805539495,0.122781544
3511,9.804809934,0.122804387
3511.5,9.805335647,0.122816368
3512,9.806222564,0.122845068
3512.5,9.806669599,0.122858166
3513,9.806440717,0.122883021
3513.5,9.805153257,0.122903495
3514,9.806598074,0.122918426
3514.5,9.80675543,0.122948422
3515,9.806773311,0.122961923
3515.5,9.806837684,0.122985705
3516,9.806340582,0.123006224
3516.5,9.806705362,0.123021199
3517,9.806816227,0.123050346
3517.5,9.806884176,0.12306179
3518,9.807073719,0.123087718
3518.5,9.806537277,0.123106091
3519,9.806751854,0.12312281
3519.5,9.807009346,0.123151152
3520,9.808007128,0.123164027
3520.5,9.807366974,0.123191162
3521,9.80678404,0.123206316
3521.5,9.806869871,0.123224511
3522,9.807288295,0.123253747
3522.5,9.808740265,0.123265549
3523,9.808568603,0.123291745
3523.5,9.807077295,0.123308106
3524,9.807324058,0.123327061
3524.5,9.807688839,0.123352989
3525,9.80924452,0.12336631
3525.5,9.809137232,0.123392641
3526,9.807674534,0.123409047
3526.5,9.80832184,0.123428627
3527,9.808865434,0.123453661
3527.5,9.809473402,0.123467519
3528,9.809405453,0.123495727
3528.5,9.80887974,0.123509183
3529,9.808557874,0.123532294
3529.5,9.809541351,0.123555898
3530,9.809459097,0.123570292
3530.5,9.809473402,0.123598545
3531,9.809172994,0.123612314
3531.5,9.808729536,0.123633414
3532,9.809502012,0.123654961
3532.5,9.809537775,0.123670741
3533,9.80967725,0.123701408
3533.5,9.809662945,0.123712807
3534,9.809401876,0.123736857
3534.5,9.809548504,0.123757108
3535,9.810177929,0.123772397
3535.5,9.81019581,0.123799979
3536,9.809834606,0.123813077
3536.5,9.80955208,0.123838558
3537,9.80983103,0.123858138
3537.5,9.81029237,0.123873605
3538,9.81106127,0.123901053
3538.5,9.810464031,0.123915895
3539,9.809537775,0.123940929
3539.5,9.81010998,0.123960151
3540,9.811486847,0.123976289
3540.5,9.812066204,0.124003201
3541,9.811790831,0.124015047
3541.5,9.810002691,0.124042898
3542,9.81139744,0.124058454
3542.5,9.811930305,0.124077811
3543,9.812252171,0.124103068
3543.5,9.812273628,0.12411791
3544,9.811161406,0.124146386
3544.5,9.812084085,0.124159752
3545,9.812177069,0.124181165
3545.5,9.812259323,0.124205797
3546,9.812155611,0.124218359
3546.5,9.811966068,0.124248846
3547,9.812119848,0.124261095
3547.5,9.812248594,0.124283223
3548,9.812248594,0.124306827
3548.5,9.812438137,0.124319791
3549,9.812366612,0.12434858
3549.5,9.812044746,0.12436284
3550,9.812295086,0.124385371
3550.5,9.812960274,0.124406784
3551,9.813625462,0.124421
3551.5,9.812420256,0.124451219
3552,9.812259323,0.124463289
3552.5,9.812216408,0.124486624
3553,9.812813646,0.124507635
3553.5,9.813511021,0.124522834
3554,9.813439495,0.124552338
3554.5,9.812309391,0.124562263
3555,9.813003189,0.124589174
3555.5,9.813961632,0.124609872
3556,9.814723379,0.124625116
3556.5,9.814161904,0.124652608
3557,9.812745697,0.124666466
3557.5,9.813925869,0.124691366
3558,9.814601786,0.124708756
3558.5,9.81493438,0.124726369
3559,9.814819939,0.124753951
3559.5,9.81385792,0.124766468
3560,9.81444443,0.124793827
3560.5,9.814859278,0.124810278
3561,9.81502021,0.124829187
3561.5,9.81496299,0.124855205
3562,9.814433701,0.124867766
3562.5,9.814898617,0.124895572
3563,9.814920075,0.124909698
3563.5,9.815181143,0.124931513
3564,9.815084583,0.124956503
3564.5,9.814805634,0.124967455
3565,9.814916498,0.12499678
3565.5,9.815220482,0.125010236
3566,9.815739043,0.125032856
3566.5,9.815427906,0.125059142
3567,9.81505955,0.125069826
3567.5,9.814998753,0.125099509
3568,9.815227635,0.12511368
3568.5,9.816593773,0.125135004
3569,9.81680835,0.125157802
3569.5,9.815467245,0.125171973
3570,9.815066702,0.125201791
3570.5,9.816293366,0.125214665
3571,9.817387707,0.12523876
3571.5,9.817416317,0.125262051
3572,9.816894181,0.125273987
3572.5,9.815910704,0.125303581
3573,9.817412741,0.125316455
3573.5,9.817666657,0.125340863
3574,9.817673809,0.125360801
3574.5,9.817491419,0.125375911
3575,9.8163184,0.125404253
3575.5,9.817555792,0.1254144
3576,9.817698843,0.125442251
3576.5,9.817638047,0.125461965
3577,9.817613013,0.125478148
3577.5,9.817462809,0.125504165
3578,9.817720301,0.125517218
3578.5,9.817827589,0.125544711
3579,9.818421252,0.125562414
3579.5,9.81788481,0.12558025
3580,9.817766793,0.12560743
3580.5,9.817741759,0.125619411
3581,9.818027861,0.125647127
3581.5,9.818410523,0.125665142
3582,9.817934878,0.125683515
3582.5,9.817652352,0.125708549
3583,9.81809581,0.125720485
3583.5,9.818911202,0.125749721
3584,9.819229491,0.125765233
3584.5,9.81924022,0.125785082
3585,9.818167336,0.125811099
3585.5,9.818306811,0.125822812
3586,9.819476254,0.125851019
3586.5,9.820112832,0.125866442
3587,9.81991256,0.125888079
3587.5,9.81929744,0.125914185
3588,9.819401152,0.125923081
3588.5,9.81966222,0.125953033
3589,9.820252306,0.125967204
3589.5,9.820449002,0.125988438
3590,9.820359595,0.126012667
3590.5,9.819626458,0.126026123
3591,9.820366747,0.126055046
3591.5,9.820491917,0.126068681
3592,9.820452578,0.126092105
3592.5,9.820466883,0.126115217
3593,9.820145018,0.126127868
3593.5,9.820491917,0.126157015
3594,9.820642121,0.126170292
3594.5,9.82096041,0.126193001
3595,9.820727952,0.126217186
3595.5,9.820388205,0.126229524
3596,9.820456154,0.126258402
3596.5,9.82065285,0.126272573
3597,9.821697123,0.126295819
3597.5,9.82142175,0.126319467
3598,9.820420392,0.126332834
3598.5,9.821053393,0.12636207
3599,9.821185715,0.126374765
3599.5,9.822773583,0.126399352
3600,9.822437413,0.126420587
3600.5,9.820763714,0.12643592
3601,9.822097666,0.126464128
3601.5,9.822601922,0.126477405
3602,9.823159821,0.126501008
3602.5,9.822787888,0.126524477
3603,9.821571953,0.126536234
3603.5,9.822229989,0.12656632
3604,9.823048957,0.126580312
3604.5,9.823195584,0.126603424
3605,9.823156245,0.126624256
3605.5,9.822762854,0.126638829
3606,9.822913058,0.126668289
3606.5,9.82317055,0.126681387
3607,9.823370822,0.126706421
3607.5,9.823342211,0.126726895
3608,9.823156245,0.126742005
3608.5,9.823106177,0.126771822
3609,9.823299296,0.126784294
3609.5,9.823556788,0.126809775
3610,9.823342211,0.126829758
3610.5,9.823249228,0.12684603
3611,9.82311333,0.126874506
3611.5,9.823299296,0.126886844
3612,9.823943026,0.126912146
3612.5,9.824279197,0.126933425
3613,9.823592551,0.126948624
3613.5,9.823310025,0.126976653
3614,9.823810704,0.126987516
3614.5,9.824990876,0.127015456
3615,9.825276978,0.127034589
3615.5,9.824690469,0.12705019
3616,9.823399432,0.127077549
3616.5,9.824193366,0.127090155
3617,9.82547725,0.127116083
3617.5,9.825638182,0.127135932
3618,9.82538069,0.127152427
3618.5,9.824175484,0.127178534
3619,9.825487979,0.127193599
3619.5,9.825838454,0.127219974
3620,9.825892098,0.127238616
3620.5,9.825856336,0.127254619
3621,9.82544864,0.127283543
3621.5,9.825899251,0.127295434
3622,9.825988658,0.127322479
3622.5,9.825895675,0.127340808
3623,9.825867064,0.127357035
3623.5,9.825816996,0.127384081
3624,9.82584203,0.127398699
3624.5,9.825913556,0.127424761
3625,9.826138862,0.127442508
3625.5,9.826081641,0.127460434
3626,9.825892098,0.127486988
3626.5,9.826070912,0.127498611
3627,9.826281913,0.127527624
3627.5,9.827519305,0.127545863
3628,9.826811202,0.127563208
3628.5,9.826471455,0.127591818
3629,9.826235421,0.127601697
3629.5,9.826510795,0.12762843
3630,9.827901967,0.127647027
3630.5,9.827608712,0.127664193
3631,9.82722605,0.127692267
3631.5,9.826310523,0.127703264
3632,9.827261813,0.127730622
3632.5,9.828084357,0.127746894
3633,9.828402646,0.127766653
3633.5,9.827730306,0.127794548
3634,9.82744778,0.127805769
3634.5,9.828416951,0.127833574
3635,9.828617223,0.12785235
3635.5,9.828563579,0.127868667
3636,9.828617223,0.127896562
3636.5,9.827941306,0.127909794
3637,9.828556426,0.127936437
3637.5,9.828549274,0.127955704
3638,9.828574307,0.127971172
3638.5,9.828560002,0.127998441
3639,9.827959188,0.128010779
3639.5,9.828606494,0.128038719
3640,9.828660138,0.128055885
3640.5,9.828781732,0.128073498
3641,9.828781732,0.128101348
3641.5,9.828649409,0.128113731
3642,9.828627952,0.128140911
3642.5,9.828989156,0.128157228
3643,9.829833158,0.128175824
3643.5,9.82907141,0.128204792
3644,9.82870663,0.128215923
3644.5,9.828853257,0.128242522
3645,9.829046376,0.128261208
3645.5,9.83055199,0.128277212
3646,9.8300227,0.128304973
3646.5,9.82901419,0.128318875
3647,9.82932175,0.128346145
3647.5,9.830612786,0.128361299
3648,9.831235059,0.128381773
3648.5,9.831149228,0.128406226
3649,9.830798753,0.128421828
3649.5,9.830648549,0.128448515
3650,9.831260093,0.128465637
3650.5,9.831353076,0.128484502
3651,9.831317313,0.128511592
3651.5,9.830891736,0.128522991
3652,9.830562719,0.128550752
3652.5,9.831081279,0.128568589
3653,9.831313737,0.128585889
3653.5,9.83140672,0.128614991
3654,9.831345924,0.128625318
3654.5,9.831002601,0.128653973
3655,9.83140672,0.128670737
3655.5,9.831438907,0.128687813
3656,9.831825145,0.128715664
3656.5,9.831585534,0.128729432
3657,9.831388839,0.12875545
3657.5,9.83150328,0.128772169
3658,9.831617721,0.128791659
3658.5,9.832418807,0.128817543
3659,9.831528314,0.128830417
3659.5,9.831403144,0.128857239
3660,9.831635602,0.12887673
3660.5,9.831710704,0.128894522
3661,9.833087571,0.128923177
3661.5,9.832361587,0.128933861
3662,9.831446059,0.128959745
3662.5,9.832440265,0.128978341
3663,9.833151944,0.128996178
3663.5,9.833877929,0.129024609
3664,9.833595403,0.129035696
3664.5,9.832236417,0.129062652
3665,9.833609708,0.129082053
3665.5,9.833606132,0.129099219
3666,9.834046014,0.129125818
3666.5,9.833849319,0.129139184
3667,9.832644113,0.129165783
3667.5,9.832973131,0.12918277
3668,9.833817132,0.129200294
3668.5,9.834092506,0.129227965
3669,9.834060319,0.129242986
3669.5,9.833645471,0.129266366
3670,9.83393515,0.129287555
3670.5,9.834131845,0.129302889
3671,9.834153303,0.129331678
3671.5,9.834189065,0.129342675
3672,9.834081777,0.129368245
3672.5,9.834035285,0.129388272
3673,9.834081777,0.129404812
3673.5,9.834364303,0.129433646
3674,9.834439405,0.129445403
3674.5,9.834153303,0.129471823
3675,9.834056743,0.129490867
3675.5,9.834228404,0.129507988
3676,9.834936508,0.12953557
3676.5,9.835583814,0.129548937
3677,9.835319169,0.129575446
3677.5,9.834421523,0.129595562
3678,9.834965118,0.12961094
3678.5,9.835827001,0.129637271
3679,9.836570867,0.12965399
3679.5,9.835987934,0.129677414
3680,9.834739812,0.129698514
3680.5,9.835755476,0.129712596
3681,9.835794815,0.129741921
3681.5,9.836624511,0.129755824
3682,9.836331256,0.12977907
3682.5,9.835590967,0.129799321
3683,9.835998662,0.129815682
3683.5,9.836814054,0.129844561
3684,9.836867698,0.129856184
3684.5,9.836867698,0.129881665
3685,9.836367019,0.12990272
3685.5,9.836688884,0.129918187
3686,9.836767562,0.129947647
3686.5,9.836860546,0.129960834
3687,9.836882003,0.129984885
3687.5,9.836638816,0.130007594
3688,9.836774715,0.130019932
3688.5,9.836882003,0.130049437
3689,9.83703936,0.130064055
3689.5,9.836882003,0.130088284
3690,9.836746105,0.130107819
3690.5,9.836874851,0.130123287
3691,9.836946376,0.130153149
3691.5,9.838366159,0.130166336
3692,9.837861904,0.130189716
3692.5,9.837264665,0.130212292
3693,9.836828359,0.130224987
3693.5,9.837436327,0.130253329
3694,9.838316091,0.130269378
3694.5,9.838723787,0.130291998
3695,9.838033565,0.130316272
3695.5,9.837185987,0.130328029
3696,9.837901243,0.130358025
3696.5,9.838680872,0.130373492
3697,9.839106449,0.13039495
3697.5,9.83842338,0.130417346
3698,9.837754615,0.130431696
3698.5,9.839106449,0.130459323
3699,9.839439043,0.13047403
3699.5,9.839549907,0.130496785
3700,9.839363941,0.130520656
3700.5,9.838763126,0.130533665
3701,9.839353212,0.130562454
3701.5,9.839481958,0.130576625
3702,9.839514145,0.130598753
3702.5,9.839539179,0.130625307
3703,9.839145788,0.130638048
3703.5,9.839410433,0.130666837
3704,9.839617857,0.130680829
3704.5,9.839800247,0.13070251
3705,9.839571365,0.130728125
3705.5,9.839546331,0.130739346
3706,9.839542755,0.13077028
3706.5,9.839564213,0.130783513
3707,9.840068468,0.130804747
3707.5,9.839821705,0.130830273
3708,9.839481958,0.130844265
3708.5,9.839700111,0.130870997
3709,9.840644249,0.130887761
3709.5,9.840887436,0.130906537
3710,9.840583452,0.130933851
3710.5,9.839707264,0.130945831
3711,9.839760908,0.130973815
3711.5,9.840858825,0.130991026
3712,9.841162809,0.131008595
3712.5,9.841724285,0.131037116
3713,9.840680012,0.131048917
3713.5,9.84075869,0.131077572
3714,9.84084452,0.131095409
3714.5,9.842038998,0.13111262
3715,9.842114099,0.131141051
3715.5,9.841323742,0.131152763
3716,9.841105589,0.131180927
3716.5,9.841756472,0.131201043
3717,9.841956743,0.131216645
3717.5,9.842317947,0.131245926
3718,9.841667065,0.131257146
3718.5,9.841227182,0.131283253
3719,9.842217811,0.131302341
3719.5,9.842203506,0.131318524
3720,9.842235693,0.131346061
3720.5,9.842282184,0.131361305
3721,9.841777929,0.131385892
3721.5,9.842214235,0.131406545
3722,9.842264303,0.131420493
3722.5,9.842486032,0.131448522
3723,9.84250749,0.131461843
3723.5,9.842189201,0.131487816
3724,9.842282184,0.131506279
3724.5,9.842439541,0.131523579
3725,9.842514643,0.131553798
3725.5,9.842407354,0.131565824
3726,9.842278608,0.131589695
3726.5,9.842360863,0.131610259
3727,9.842929491,0.131625324
3727.5,9.843591103,0.131657555
3728,9.843855747,0.131667479
3728.5,9.842375168,0.131692916
3729,9.842539677,0.131712719
3729.5,9.843136915,0.131728589
3730,9.844556698,0.131758004
3730.5,9.844424376,0.131772935
3731,9.842897304,0.131795689
3731.5,9.843330034,0.131817191
3732,9.843870052,0.131832122
3732.5,9.84466041,0.131860867
3733,9.844935783,0.131874322
3733.5,9.843719849,0.131897568
3734,9.844195494,0.131920278
3734.5,9.844699749,0.131935253
3735,9.845000156,0.13196212
3735.5,9.844960817,0.131977006
3736,9.844571003,0.132000118
3736.5,9.844213375,0.1320239
3737,9.844878563,0.132036507
3737.5,9.845014462,0.132066056
3738,9.845000156,0.132080718
3738.5,9.844953665,0.132102444
3739,9.8446318,0.132125869
3739.5,9.845028767,0.132138833
3740,9.845039496,0.132167667
3740.5,9.845318445,0.132183268
3741,9.845111021,0.132205575
3741.5,9.845000156,0.132229492
3742,9.84499658,0.132241293
3742.5,9.845443615,0.132272452
3743,9.845529446,0.132288411
3743.5,9.846030125,0.13230808
3744,9.845010885,0.132332936
3744.5,9.845157513,0.132345721
3745,9.846065888,0.132373929
3745.5,9.846591601,0.132390156
3746,9.845729717,0.132409826
3746.5,9.844953665,0.132436379
3747,9.845111021,0.132448136
3747.5,9.846942076,0.132477283
3748,9.847221026,0.132493376
3748.5,9.84748567,0.132512554
3749,9.845568785,0.132538884
3749.5,9.846090922,0.13255015
3750,9.84702433,0.132577642
3750.5,9.847560772,0.132595613
3751,9.847328314,0.132615685
3751.5,9.846326956,0.132639378
3752,9.847063669,0.132653281
3752.5,9.847721705,0.132681667
3753,9.847728857,0.132699862
3753.5,9.84786118,0.132718771
3754,9.847693094,0.132744029
3754.5,9.846895584,0.132757395
3755,9.847657332,0.132785022
3755.5,9.847896942,0.132802724
3756,9.847921976,0.132820114
3756.5,9.847739586,0.132848456
3757,9.847596535,0.132862091
3757.5,9.847728857,0.132887482
3758,9.848090061,0.132906079
3758.5,9.847993502,0.132923916
3759,9.847982773,0.132951319
3759.5,9.847746739,0.132965043
3760,9.847685942,0.132990121
3760.5,9.847943434,0.133008808
3761,9.848626503,0.133025527
3761.5,9.84819735,0.133054137
3762,9.847814688,0.133067727
3762.5,9.848708758,0.133091867
3763,9.849441895,0.133115023
3763.5,9.849685082,0.133129149
3764,9.849348912,0.133157134
3764.5,9.848647961,0.133171171
3765,9.848883995,0.133194774
3765.5,9.849785218,0.133217528
3766,9.850232252,0.13323009
3766.5,9.850321659,0.133261025
3767,9.849441895,0.13327448
3767.5,9.849406132,0.133296832
3768,9.849785218,0.133320123
3768.5,9.850296626,0.133334294
3769,9.850393185,0.133363798
3769.5,9.850167879,0.13337788
3770,9.849981913,0.133400231
3770.5,9.850411066,0.133425489
3771,9.850443253,0.133437782
3771.5,9.85037888,0.133465722
3772,9.850250134,0.13348101
3772.5,9.850189337,0.133502289
3773,9.850471863,0.133527502
3773.5,9.850471863,0.13354069
3774,9.850611338,0.133570194
3774.5,9.850468287,0.133584901
3775,9.85025371,0.133604437
3775.5,9.850443253,0.133632019
3776,9.850650677,0.133642837
3776.5,9.850972542,0.133670687
3777,9.850808033,0.133689284
3777.5,9.850471863,0.133707881
3778,9.850679287,0.133734032
3778.5,9.851380238,0.133746594
3779,9.85188807,0.133773997
3779.5,9.851480374,0.133794561
3780,9.850518355,0.13380976
3780.5,9.851244339,0.133836493
3781,9.852263579,0.133851647
3781.5,9.852778563,0.133876279
3782,9.852091918,0.133897826
3782.5,9.850740084,0.133912936
3783,9.851802239,0.133942708
3783.5,9.85250319,0.133955761
3784,9.853132615,0.133979499
3784.5,9.852985987,0.134003058
3785,9.851634154,0.134015664
3785.5,9.852689156,0.134044677
3786,9.853036055,0.134057283
3786.5,9.853143344,0.134081736
3787,9.853086123,0.134106233
3787.5,9.852603325,0.13412027
3788,9.852943072,0.134149238
3788.5,9.853064665,0.134163141
3789,9.853247056,0.134184062
3789.5,9.853089699,0.134209141
3790,9.852814326,0.134220719
3790.5,9.853061089,0.134252146
3791,9.853214869,0.134267255
3791.5,9.853411564,0.134286612
3792,9.853332886,0.134313076
3792.5,9.853136191,0.134325459
3793,9.853247056,0.134354293
3793.5,9.853318581,0.134370252
3794,9.853869328,0.134390861
3794.5,9.853715548,0.134416341
3795,9.853536734,0.1344302
3795.5,9.853379378,0.134457648
3796,9.853307852,0.134477049
3796.5,9.853872904,0.134492069
3797,9.853797803,0.134521529
3797.5,9.853912243,0.13453494
3798,9.853340039,0.134559661
3798.5,9.853697667,0.134579822
3799,9.854416499,0.134595826
3799.5,9.85514606,0.134625286
3800,9.854974398,0.134637043
3800.5,9.853815684,0.134662747
3801,9.855103144,0.134683713
3801.5,9.855267653,0.134698599
3802,9.855378518,0.134728104
3802.5,9.85563601,0.13474223
3803,9.854112515,0.134764716
3803.5,9.854781279,0.134788677
3804,9.854766974,0.13480097
3804.5,9.855796942,0.134830296
3805,9.855843434,0.134846791
3805.5,9.854752669,0.134866595
3806,9.855585942,0.134890914
3806.5,9.855811248,0.134906426
3807,9.855936417,0.134933293
3807.5,9.856015095,0.13495104
3808,9.855689654,0.134970531
3808.5,9.855836282,0.134994894
3809,9.855932841,0.13500911
3809.5,9.856011519,0.135037184
3810,9.856122384,0.135054081
3810.5,9.855854163,0.135072767
3811,9.855925689,0.1350995
3811.5,9.855936417,0.135113403
3812,9.8563763,0.135140314
3812.5,9.856505046,0.135159984
3813,9.856036553,0.135176122
3813.5,9.856032977,0.135205135
3814,9.856215367,0.135217696
3814.5,9.857678065,0.135243043
3815,9.857989201,0.135263875
3815.5,9.85723103,0.135279476
3816,9.856522927,0.135307103
3816.5,9.856344113,0.135320872
3817,9.857567201,0.135345191
3817.5,9.85815371,0.135368034
3818,9.856494317,0.135380685
3818.5,9.855954299,0.135412067
3819,9.857041488,0.135427132
3819.5,9.858110795,0.135449037
3820,9.858647237,0.13547416
3820.5,9.858593593,0.135486185
3821,9.857120166,0.135516226
3821.5,9.858550677,0.135532096
3822,9.858611474,0.13555257
3822.5,9.858758101,0.135579705
3823,9.858640084,0.135591194
3823.5,9.857806811,0.135619133
3824,9.858464847,0.135638445
3824.5,9.858650813,0.135654539
3825,9.858686576,0.135683954
3825.5,9.858665118,0.135695666
3826,9.85769237,0.135721594
3826.5,9.858582864,0.135742962
3827,9.858718762,0.135758295
3827.5,9.858750949,0.135785833
3828,9.858772407,0.135799825
3828.5,9.858618627,0.135824457
3829,9.858618627,0.135846853
3829.5,9.858725915,0.135860041
3830,9.859319577,0.13589026
3830.5,9.859584222,0.135905504
3831,9.858729491,0.135928079
3831.5,9.858697305,0.135950789
3832,9.858854661,0.135963082
3832.5,9.859004865,0.135993346
3833,9.859208713,0.136008367
3833.5,9.858804593,0.136029735
3834,9.858775983,0.136054411
3834.5,9.859898934,0.136069789
3835,9.860717902,0.136096746
3835.5,9.860885987,0.136114761
3836,9.86033524,0.136133179
3836.5,9.859559188,0.13616018
3837,9.86092175,0.136173189
3837.5,9.861147056,0.136199876
3838,9.861011157,0.136218473
3838.5,9.860049138,0.136236936
3839,9.859666476,0.136263445
3839.5,9.860750089,0.13627471
3840,9.861168513,0.136303499
3840.5,9.861318717,0.136323437
3841,9.861204276,0.136339351
3841.5,9.86024941,0.136368409
3842,9.861300836,0.136383474
3842.5,9.86132587,0.136405781
3843,9.861400971,0.136428758
3843.5,9.86150826,0.136443555
3844,9.86132587,0.136472747
3844.5,9.861408124,0.136487141
3845,9.861379514,0.136507705
3845.5,9.861533294,0.136533007
3846,9.861447463,0.136547401
3846.5,9.86138309,0.136575565
3847,9.861436734,0.136592731
3847.5,9.861447463,0.136611327
3848,9.861622701,0.136636987
3848.5,9.861518989,0.13665013
3849,9.861458192,0.136678248
3849.5,9.861822972,0.136696353
3850,9.861973176,0.136713877
3850.5,9.863249908,0.136741638
3851,9.862645517,0.136755407
3851.5,9.861983905,0.136780619
3852,9.861694226,0.136802837
3852.5,9.861712108,0.13681817
3853,9.862903009,0.136848748
3853.5,9.862624059,0.136862159
3854,9.861822972,0.136883259
3854.5,9.86178721,0.136905119
3855,9.862463126,0.1369192
3855.5,9.863282094,0.136949107
3856,9.863528857,0.136967078
3856.5,9.863164077,0.136985853
3857,9.862091193,0.137011602
3857.5,9.863496671,0.137023002
3858,9.864033113,0.137053221
3858.5,9.864183316,0.137072623
3859,9.86399735,0.137088984
3859.5,9.86338223,0.137117013
3860,9.863679061,0.137129888
3860.5,9.864161859,0.137156129
3861,9.864108215,0.137174636
3861.5,9.863932977,0.137191802
3862,9.863371501,0.137220099
3862.5,9.863950858,0.137233332
3863,9.864219079,0.137259751
3863.5,9.864347825,0.13728179
3864,9.864261995,0.137294531
3864.5,9.86409391,0.137325466
3865,9.86412252,0.137337357
3865.5,9.864161859,0.137361005
3866,9.864762674,0.13738805
3866.5,9.864354978,0.137399942
3867,9.864079604,0.137428418
3867.5,9.864129672,0.137443036
3868,9.864501605,0.137464091
3868.5,9.865345607,0.137490734
3869,9.864372859,0.137503698
3869.5,9.864133249,0.137531415
3870,9.864240537,0.13754724
3870.5,9.864705453,0.137566641
3871,9.865874896,0.137594581
3871.5,9.865556608,0.137609333
3872,9.865277658,0.137634143
3872.5,9.864719758,0.137653947
3873,9.865685354,0.1376708
3873.5,9.866590152,0.13770102
3874,9.866171728,0.137711972
3874.5,9.865324149,0.137737229
3875,9.864683996,0.137758016
3875.5,9.86589993,0.137773618
3876,9.866171728,0.137803212
3876.5,9.866389881,0.137817964
3877,9.866096626,0.137838885
3877.5,9.865742574,0.137865081
3878,9.866758237,0.137875855
3878.5,9.866815458,0.137905449
3879,9.866897712,0.137922838
3879.5,9.866779695,0.137942552
3880,9.86633266,0.137969106
3880.5,9.866754661,0.137984529
3881,9.866797576,0.138009652
3881.5,9.866836915,0.138028294
3882,9.866840492,0.138044164
3882.5,9.866271863,0.138073713
3883,9.86682261,0.138086274
3883.5,9.866861949,0.138110772
3884,9.866901288,0.138133928
3884.5,9.866969238,0.138148412
3885,9.866776119,0.138176218
3885.5,9.866908441,0.13819173
3886,9.866972814,0.138214707
3886.5,9.867058645,0.138239562
3887,9.867140899,0.138251185
3887.5,9.866854797,0.138281807
3888,9.866962085,0.138296515
3888.5,9.867577205,0.138316944
3889,9.867684494,0.138342738
3889.5,9.867552171,0.138357937
3890,9.867158781,0.138384223
3890.5,9.866879831,0.138400629
3891,9.867319713,0.138419673
3891.5,9.868471275,0.138447791
3892,9.868464122,0.138460129
3892.5,9.867924104,0.13848722
3893,9.867502103,0.138506129
3893.5,9.868800293,0.138523743
3894,9.86894692,0.138552085
3894.5,9.869318853,0.138564601
3895,9.868539224,0.138589501
3895.5,9.867974172,0.138613597
3896,9.869047056,0.138625756
3896.5,9.868886123,0.138658568
3897,9.869333158,0.138672516
3897.5,9.869286666,0.138692409
3898,9.867713104,0.138714224
3898.5,9.869140039,0.138731346
3899,9.869526277,0.138760447
3899.5,9.869529853,0.138776451
3900,9.86946548,0.138795137
3900.5,9.868471275,0.138822407
3901,9.869429718,0.138836488
3901.5,9.869655023,0.138862506
3902,9.869655023,0.138878912
3902.5,9.869622837,0.138898402
3903,9.869104276,0.138925046
3903.5,9.86961926,0.138940558
3904,9.869601379,0.138964653
3904.5,9.869755159,0.138986021
3905,9.869647871,0.139001176
3905.5,9.869326006,0.139033049
3906,9.869587074,0.139044762
3906.5,9.869672905,0.139068007
3907,9.870144973,0.139090583
3907.5,9.869851719,0.139103904
3908,9.869626413,0.139132917
3908.5,9.869647871,0.139150083
