Time*,C-2DPS-2 Instron Force (kN),C-2DPS-2 Extensometer (mm/mm)
1636,9.064588151,0.049663717
1636.5,9.066036544,0.049674446
1637,9.06604012,0.049698944
1637.5,9.065761171,0.049714903
1638,9.066015087,0.049735913
1638.5,9.066440664,0.049752543
1639,9.067495666,0.049770022
1639.5,9.068464838,0.049795592
1640,9.068243108,0.049805964
1640.5,9.068575702,0.049833501
1641,9.068861805,0.04984414
1641.5,9.069280229,0.049870918
1642,9.070367418,0.049887279
1642.5,9.069616399,0.049906323
1643,9.069258771,0.049923444
1643.5,9.071036182,0.049941818
1644,9.071654878,0.049963722
1644.5,9.07170137,0.049975882
1645,9.071676336,0.050003106
1645.5,9.071665607,0.050014193
1646,9.072516762,0.050041864
1646.5,9.073679052,0.050054292
1647,9.074419342,0.050076017
1647.5,9.074329935,0.050096715
1648,9.074058138,0.050111959
1648.5,9.074376427,0.05013516
1649,9.075249039,0.050146872
1649.5,9.076389872,0.050175617
1650,9.075989328,0.050184021
1650.5,9.075066648,0.050213436
1651,9.076518618,0.050223405
1651.5,9.077022873,0.050248126
1652,9.077187382,0.050263906
1652.5,9.077895485,0.050282413
1653,9.077190958,0.050305659
1653.5,9.077802502,0.050317282
1654,9.079619251,0.050346071
1654.5,9.079773031,0.050355727
1655,9.079812371,0.050382415
1655.5,9.079612099,0.050394977
1656,9.079819523,0.05041858
1656.5,9.080391728,0.050436193
1657,9.081647002,0.050452376
1657.5,9.08203324,0.050477678
1658,9.080702864,0.050488184
1658.5,9.081246458,0.050515363
1659,9.082401596,0.050523544
1659.5,9.083295666,0.05055287
1660,9.082794987,0.050562973
1660.5,9.082516037,0.05058823
1661,9.083059632,0.050603116
1661.5,9.084837042,0.050623143
1662,9.085216128,0.050647104
1662.5,9.085402094,0.050658191
1663,9.085187518,0.050685728
1663.5,9.08529123,0.050695027
1664,9.085505807,0.050723994
1664.5,9.086993539,0.050736064
1665,9.08734759,0.050758595
1665.5,9.086618029,0.050774956
1666,9.086846911,0.050793642
1666.5,9.088005625,0.050816844
1667,9.088041388,0.050828198
1667.5,9.088974797,0.050857613
1668,9.089468324,0.050864766
1668.5,9.088821017,0.05089503
1669,9.090462529,0.050905088
1669.5,9.090830886,0.050929988
1670,9.090798699,0.050946305
1670.5,9.090784394,0.050963605
1671,9.090873801,0.050986717
1671.5,9.091517531,0.050998831
1672,9.092079007,0.051027486
1672.5,9.093352162,0.051036114
1673,9.093319976,0.051064903
1673.5,9.092593991,0.051075453
1674,9.093505942,0.051100487
1674.5,9.093741977,0.051115061
1675,9.094339215,0.051135222
1675.5,9.09577688,0.051156948
1676,9.094961488,0.051170359
1676.5,9.096209609,0.051196421
1677,9.096180999,0.051208312
1677.5,9.096488559,0.051235983
1678,9.097003543,0.051247785
1678.5,9.096259677,0.051271836
1679,9.096459949,0.051288287
1679.5,9.097250306,0.051305363
1680,9.098373258,0.051327581
1680.5,9.098913276,0.051340411
1681,9.09872731,0.05136996
1681.5,9.098780954,0.051376665
1682,9.099059904,0.051405723
1682.5,9.100318754,0.051418508
1683,9.101420248,0.051442692
1683.5,9.100926721,0.051459322
1684,9.100790823,0.051477114
1684.5,9.101574028,0.051499913
1685,9.101788604,0.051512206
1685.5,9.102360809,0.051539654
1686,9.101799333,0.05154779
1686.5,9.101692045,0.05157801
1687,9.102253521,0.051589007
1687.5,9.103769863,0.051613862
1688,9.104420746,0.051628525
1688.5,9.104438627,0.051645959
1689,9.104023779,0.051668758
1689.5,9.10434922,0.051681767
1690,9.105668867,0.051709349
1690.5,9.106906259,0.051718602
1691,9.106677378,0.051747615
1691.5,9.105969274,0.051757003
1692,9.106891954,0.05178302
1692.5,9.107206667,0.05180041
1693,9.107478464,0.051818068
1693.5,9.107782448,0.051841
1694,9.107342565,0.051852355
1694.5,9.107685888,0.051879714
1695,9.109638537,0.051890532
1695.5,9.109978283,0.051919589
1696,9.110021198,0.051928664
1696.5,9.110014046,0.05195419
1697,9.110114182,0.05196854
1697.5,9.111337269,0.051988611
1698,9.112567509,0.052010963
1698.5,9.112728442,0.052024061
1699,9.11234578,0.052051912
1699.5,9.112324322,0.052060942
1700,9.112885798,0.052088971
1700.5,9.113393629,0.052101711
1701,9.113522375,0.052126253
1701.5,9.112792815,0.05214485
1702,9.113221968,0.052159468
1702.5,9.115235413,0.05218486
1703,9.115446413,0.052194382
1703.5,9.11557516,0.052225763
1704,9.115639533,0.052232514
1704.5,9.115521515,0.052261884
1705,9.116941298,0.052274848
1705.5,9.117817486,0.052296082
1706,9.117946232,0.052315036
1706.5,9.117881859,0.052330817
1707,9.117391909,0.05235661
1707.5,9.118178691,0.052367071
1708,9.118228758,0.052394921
1708.5,9.118547047,0.052405829
1709,9.118572081,0.052432293
1709.5,9.11842903,0.052442754
1710,9.119587744,0.052467475
1710.5,9.120760764,0.052488352
1711,9.120989646,0.052503417
1711.5,9.120982493,0.052527467
1712,9.120878781,0.052537481
1712.5,9.121400918,0.052567924
1713,9.121679868,0.052576239
1713.5,9.123482312,0.052603195
1714,9.123328532,0.052617813
1714.5,9.122659768,0.052638913
1715,9.123357142,0.052660997
1715.5,9.123689736,0.052672932
1716,9.123689736,0.052699352
1716.5,9.123925771,0.052709232
1717,9.124190415,0.052738557
1717.5,9.124716128,0.052747319
1718,9.125989284,0.052774007
1718.5,9.126361217,0.052788938
1719,9.126500692,0.052810261
1719.5,9.126436319,0.05283011
1720,9.126439895,0.052844102
1720.5,9.127398338,0.052869583
1721,9.128210153,0.052878881
1721.5,9.129139985,0.052909056
1722,9.128954019,0.052919472
1722.5,9.128142204,0.052944774
1723,9.129129257,0.05296042
1723.5,9.129111375,0.052980403
1724,9.130109157,0.053000251
1724.5,9.130584802,0.053015585
1725,9.129626359,0.05304111
1725.5,9.13099965,0.05305099
1726,9.131875839,0.053080092
1726.5,9.131918754,0.053088943
1727,9.131950941,0.053116883
1727.5,9.131804313,0.053130115
1728,9.132115449,0.053151975
1728.5,9.132812824,0.053172851
1729,9.134511556,0.053185547
1729.5,9.134511556,0.053214694
1730,9.133056011,0.05322283
1730.5,9.134375658,0.053251127
1731,9.134586658,0.053261633
1731.5,9.13509449,0.053288142
1732,9.135233965,0.053299183
1732.5,9.134811964,0.053322161
1733,9.135351982,0.053342144
1733.5,9.137165155,0.053356851
1734,9.137351122,0.053385193
1734.5,9.13727602,0.053393687
1735,9.137243833,0.053421895
1735.5,9.137318935,0.053430746
1736,9.138062801,0.053457836
1736.5,9.138906803,0.053473304
1737,9.138921108,0.053492258
1737.5,9.138509836,0.053512419
1738,9.138538446,0.053526456
1738.5,9.139833059,0.053552563
1739,9.140158501,0.053561906
1739.5,9.140508976,0.053592215
1740,9.140344467,0.053601156
1740.5,9.140462484,0.053629051
1741,9.142089691,0.053641389
1741.5,9.142672625,0.053664366
1742,9.142719116,0.053683678
1742.5,9.142586794,0.05369928
1743,9.142558184,0.053722391
1743.5,9.142894354,0.053733835
1744,9.143030253,0.053762222
1744.5,9.143892136,0.053770537
1745,9.143184033,0.053799371
1745.5,9.14330205,0.053811575
1746,9.144968596,0.053833658
1746.5,9.145530072,0.0538523
1747,9.145519343,0.053868035
1747.5,9.146177378,0.053894053
1748,9.145562258,0.053902636
1748.5,9.146649447,0.053932542
1749,9.147622195,0.053942064
1749.5,9.148197976,0.053969825
1750,9.148255196,0.053980599
1750.5,9.148022738,0.054006035
1751,9.148169365,0.054023648
1751.5,9.148702231,0.054039697
1752,9.149167147,0.05406415
1752.5,9.149345961,0.054074968
1753,9.148938265,0.054103891
1753.5,9.150858727,0.054112653
1754,9.150983897,0.054141352
1754.5,9.151058999,0.054154898
1755,9.151191321,0.054176266
1755.5,9.151037541,0.054192761
1756,9.151420203,0.054210866
1756.5,9.152317849,0.054235498
1757,9.153437224,0.054245065
1757.5,9.153751937,0.054276893
1758,9.153244105,0.054283778
1758.5,9.153501597,0.054311226
1759,9.153766242,0.054324056
1759.5,9.154041615,0.054347525
1760,9.15522894,0.05436411
1760.5,9.154553023,0.054380293
1761,9.155189601,0.054406578
1761.5,9.156148044,0.054416592
1762,9.15643057,0.054445068
1762.5,9.156545011,0.054456065
1763,9.156484214,0.054482664
1763.5,9.156591502,0.054494421
1764,9.156734553,0.054517532
1764.5,9.158140031,0.054536889
1765,9.158887473,0.05455182
1765.5,9.158805219,0.054579491
1766,9.157728759,0.054586912
1766.5,9.158869592,0.054616595
1767,9.159177152,0.054624955
1767.5,9.160275069,0.054652447
1768,9.160078374,0.054665724
1768.5,9.15956339,0.054687584
1769,9.160300103,0.054705242
1769.5,9.161580411,0.05472214
1770,9.161948768,0.054747353
1770.5,9.16192731,0.054757322
1771,9.161723462,0.05478781
1771.5,9.161973802,0.05479447
1772,9.162370769,0.054822857
1772.5,9.164419977,0.054836894
1773,9.164487926,0.054858262
1773.5,9.162925092,0.054875428
1774,9.163876382,0.054892997
1774.5,9.164605943,0.054917763
1775,9.165081588,0.054927374
1775.5,9.166440574,0.054956521
1776,9.164681045,0.054965953
1776.5,9.1647633,0.054993803
1777,9.16669449,0.055008332
1777.5,9.167363254,0.055028001
1778,9.167409746,0.055048878
1778.5,9.167284576,0.055062602
1779,9.16733822,0.055088798
1779.5,9.167602865,0.055098052
1780,9.168479053,0.055127511
1780.5,9.169591276,0.055138017
1781,9.168046324,0.055164258
1781.5,9.168428985,0.055176506
1782,9.169991819,0.055199842
1782.5,9.170277922,0.055218885
1783,9.170496075,0.055234084
1783.5,9.170192091,0.055261085
1784,9.170220701,0.055268596
1784.5,9.170918075,0.05529962
1785,9.172237722,0.055310215
1785.5,9.172824232,0.055334801
1786,9.172674028,0.055349509
1786.5,9.172137587,0.055370654
1787,9.172877876,0.055391128
1787.5,9.173142521,0.055404897
1788,9.173260538,0.055431584
1788.5,9.172892181,0.055440346
1789,9.173346369,0.055469672
1789.5,9.175388424,0.055480892
1790,9.175563662,0.055506597
1790.5,9.175581543,0.055520008
1791,9.17564234,0.055540929
1791.5,9.175556509,0.055561359
1792,9.175785391,0.055575798
1792.5,9.176750986,0.055602709
1793,9.177623598,0.055611561
1793.5,9.177730887,0.055641914
1794,9.176851122,0.055649514
1794.5,9.177999108,0.055677096
1795,9.178188651,0.055691178
1795.5,9.17822799,0.055710892
1796,9.17834243,0.055733735
1796.5,9.178471177,0.055746029
1797,9.179122059,0.055774281
1797.5,9.180073349,0.055782328
1798,9.180713503,0.055811519
1798.5,9.180785029,0.055820862
1799,9.180935233,0.055847193
1799.5,9.180978148,0.055863241
1800,9.181042521,0.055881391
1800.5,9.181503861,0.055905307
1801,9.182208388,0.055916707
1801.5,9.181972354,0.055943484
1802,9.182061761,0.055953542
1802.5,9.182726948,0.055983807
1803,9.183767646,0.055992122
1803.5,9.183889239,0.056018362
1804,9.183817713,0.056033919
1804.5,9.183789103,0.056051264
1805,9.184164613,0.056074689
1805.5,9.185627311,0.056087832
1806,9.186178058,0.056115995
1806.5,9.186328261,0.056123371
1807,9.185684531,0.05615292
1807.5,9.186421245,0.056162174
1808,9.186657279,0.056188906
1808.5,9.186875432,0.056204776
1809,9.18667516,0.056222702
1809.5,9.186718076,0.056245411
1810,9.187390416,0.056259359
1810.5,9.188792317,0.056286092
1811,9.189192861,0.05629691
1811.5,9.189182132,0.056324939
1812,9.189053386,0.056334506
1812.5,9.189235776,0.056360389
1813,9.189529031,0.056376571
1813.5,9.190727084,0.056394095
1814,9.191102594,0.056418012
1814.5,9.189736455,0.056430037
1815,9.190866559,0.056457351
1815.5,9.191860765,0.056466157
1816,9.192039579,0.056494723
1816.5,9.191953748,0.05650572
1817,9.19187507,0.056530933
1817.5,9.191985934,0.056546892
1818,9.192894309,0.056564818
1818.5,9.19448933,0.056587304
1819,9.194038719,0.056600625
1819.5,9.193716853,0.056627894
1820,9.19415316,0.056637148
1820.5,9.194675296,0.056666876
1821,9.194761127,0.056675459
1821.5,9.195097297,0.056701342
1822,9.195268959,0.056717704
1822.5,9.194861263,0.056736435
1823,9.195816129,0.056757937
1823.5,9.196946233,0.056770454
1824,9.197321743,0.056799243
1824.5,9.197232336,0.056807915
1825,9.19710359,0.056838001
1825.5,9.197522014,0.056847076
1826,9.197876066,0.056873451
1826.5,9.199120611,0.056889544
1827,9.198369592,0.056908409
1827.5,9.198040575,0.056931118
1828,9.199739307,0.056942384
1828.5,9.200186342,0.056970457
1829,9.200232834,0.056980292
1829.5,9.200161308,0.057010154
1830,9.20013985,0.057019899
1830.5,9.200458139,0.057044442
1831,9.201266378,0.05705973
1831.5,9.202682585,0.057079355
1832,9.202700466,0.057099293
1832.5,9.201759905,0.057112972
1833,9.202875704,0.057141046
1833.5,9.202904314,0.057150791
1834,9.203891367,0.057179223
1834.5,9.203387112,0.057191874
1835,9.20303306,0.057214002
1835.5,9.203887791,0.057231883
1836,9.205622286,0.057248781
1836.5,9.205625862,0.057273189
1837,9.205708117,0.057284365
1837.5,9.205286116,0.057313378
1838,9.205561489,0.057322318
1838.5,9.205876202,0.057349766
1839,9.206763119,0.057361881
1839.5,9.207256645,0.057385574
1840,9.20700273,0.0574035
1840.5,9.207456917,0.057420577
1841,9.208365292,0.057445745
1841.5,9.208397478,0.057456071
1842,9.20847258,0.057483966
1842.5,9.208522648,0.057492683
1843,9.208408207,0.057522322
1843.5,9.208608479,0.057534347
1844,9.209967465,0.057556654
1844.5,9.210525364,0.057576279
1845,9.210410923,0.057592104
1845.5,9.209473938,0.057615216
1846,9.211054654,0.057626347
1846.5,9.211151213,0.057657103
1847,9.211587519,0.057664032
1847.5,9.212073893,0.057692732
1848,9.21121201,0.057704846
1848.5,9.212821335,0.057728003
1849,9.213733286,0.057748209
1849.5,9.213829846,0.057762022
1850,9.213829846,0.057787905
1850.5,9.213407845,0.057798858
1851,9.213811965,0.057827781
1851.5,9.214090914,0.057835827
1852,9.214530797,0.057862962
1852.5,9.214688153,0.057878787
1853,9.21388349,0.057896937
1853.5,9.215567918,0.057919512
1854,9.216447682,0.057933013
1854.5,9.216562123,0.057958985
1855,9.216637225,0.057969625
1855.5,9.216801734,0.057999174
1856,9.216730208,0.058009053
1856.5,9.21739182,0.058034132
1857,9.218890281,0.058050225
1857.5,9.219011874,0.058069627
1858,9.218099923,0.058092515
1858.5,9.218232245,0.05810302
1859,9.219283671,0.058132122
1859.5,9.219430299,0.058139498
1860,9.219648452,0.058170791
1860.5,9.219494672,0.058180357
1861,9.219512553,0.058204586
1861.5,9.220656962,0.05822296
1862,9.221969457,0.058238338
1862.5,9.221926541,0.058265026
1863,9.22188005,0.058274682
1863.5,9.221769185,0.058305706
1864,9.222180457,0.058312411
1864.5,9.222881408,0.058341558
1865,9.223614545,0.058355327
1865.5,9.222631068,0.058375354
1866,9.222824187,0.058396364
1866.5,9.223746867,0.058410312
1867,9.224301191,0.058436598
1867.5,9.224716039,0.058446432
1868,9.224855514,0.058474908
1868.5,9.224308343,0.058487336
1869,9.224916311,0.058512146
1869.5,9.226003499,0.058527659
1870,9.227269502,0.058545942
1870.5,9.226747365,0.058570484
1871,9.225642295,0.058582957
1871.5,9.227205129,0.05861036
1872,9.227462621,0.058619837
1872.5,9.227562757,0.05864885
1873,9.227584215,0.058659713
1873.5,9.227351757,0.058683629
1874,9.22756991,0.058699409
1874.5,9.22867498,0.058717917
1875,9.229930254,0.058739687
1875.5,9.229801508,0.058751936
1876,9.228771539,0.058780904
1876.5,9.230119796,0.058790962
1877,9.230295034,0.058817605
1877.5,9.230463119,0.058831106
1878,9.230566831,0.058853279
1878.5,9.230248542,0.058871786
1879,9.231003137,0.058887879
1879.5,9.231214138,0.058912824
1880,9.232755514,0.058924089
1880.5,9.232630344,0.058954666
1881,9.231407257,0.058961908
1881.5,9.23263392,0.058988864
1882,9.232973667,0.059003035
1882.5,9.233184667,0.059024404
1883,9.234211059,0.059045906
1883.5,9.233016582,0.059058825
1884,9.234304043,0.059082786
1884.5,9.23524818,0.059093873
1885,9.235637995,0.059124539
1885.5,9.23568091,0.059133614
1886,9.235570045,0.0591599
1886.5,9.235648724,0.05917644
1887,9.235716673,0.05919526
1887.5,9.236657234,0.059216495
1888,9.236950489,0.059230487
1888.5,9.236510607,0.059258158
1889,9.236406895,0.059265668
1889.5,9.238177153,0.059294815
1890,9.238452526,0.059306572
1890.5,9.238409611,0.059330801
1891,9.238409611,0.059348415
1891.5,9.238345238,0.05936567
1892,9.238699289,0.059388514
1892.5,9.239225002,0.059402238
1893,9.241066786,0.059430714
1893.5,9.240923735,0.059437732
1894,9.239568325,0.059467102
1894.5,9.240719887,0.059478904
1895,9.241152617,0.059502642
1895.5,9.24134216,0.059520255
1896,9.241156193,0.059536482
1896.5,9.241016718,0.059562455
1897,9.241571041,0.059572111
1897.5,9.242136094,0.059602196
1898,9.243702504,0.059611048
1898.5,9.243723961,0.059637557
1899,9.242708298,0.059649224
1899.5,9.243802639,0.059672515
1900,9.243938538,0.059693615
1900.5,9.244482132,0.059707205
1901,9.244671675,0.059733088
1901.5,9.243934962,0.05974328
1902,9.244267556,0.059772472
1902.5,9.245018574,0.059782217
1903,9.246441933,0.059808279
1903.5,9.246542069,0.059822182
1904,9.245959136,0.059843059
1904.5,9.246481272,0.059863354
1905,9.246770951,0.059876765
1905.5,9.247182223,0.059905196
1906,9.247160765,0.059915255
1906.5,9.246917578,0.059944312
1907,9.247310969,0.059954594
1907.5,9.248820159,0.059979449
1908,9.249370906,0.05999666
1908.5,9.249556872,0.060014049
1909,9.249356601,0.060036625
1909.5,9.248920295,0.060049499
1910,9.249388787,0.060078288
1910.5,9.249839398,0.060087721
1911,9.251598927,0.060116465
1911.5,9.250819299,0.060125763
1912,9.250111195,0.060150127
1912.5,9.251416537,0.060169215
1913,9.252081725,0.06018513
1913.5,9.252181861,0.060210342
1914,9.25250015,0.060222144
1914.5,9.252106759,0.060249816
1915,9.25231776,0.060259427
1915.5,9.253791186,0.060286338
1916,9.254327628,0.060299213
1916.5,9.254299018,0.060321565
1917,9.252843473,0.060341592
1917.5,9.254452798,0.060355629
1918,9.254774663,0.060382496
1918.5,9.255239579,0.060392554
1919,9.255107257,0.060421745
1919.5,9.254706714,0.060430105
1920,9.255085799,0.060456793
1920.5,9.256301734,0.06047378
1921,9.25747833,0.060492913
1921.5,9.257285211,0.060515176
1922,9.25643048,0.06052577
1922.5,9.257524822,0.060553352
1923,9.257696483,0.060562964
1923.5,9.257760856,0.060594032
1924,9.25824723,0.060606549
1924.5,9.257624957,0.060628275
1925,9.257796619,0.060647677
1925.5,9.258880231,0.060663502
1926,9.260257099,0.060687955
1926.5,9.260253522,0.060698013
1927,9.259820793,0.060726802
1927.5,9.260017488,0.060737799
1928,9.260342929,0.060765292
1928.5,9.260561082,0.060779373
1929,9.26101527,0.060800697
1929.5,9.26101527,0.060818757
1930,9.260793541,0.060834135
1930.5,9.26175556,0.060859169
1931,9.262910698,0.060870032
1931.5,9.263060901,0.060900162
1932,9.262882087,0.060907359
1932.5,9.262728307,0.060934673
1933,9.263057325,0.060949202
1933.5,9.263679598,0.060970525
1934,9.264216039,0.060993369
1934.5,9.263944242,0.06100517
1935,9.263246868,0.061032618
1935.5,9.264913414,0.061042096
1936,9.265521381,0.061070661
1936.5,9.26578245,0.061080138
1937,9.265725229,0.061107765
1937.5,9.265721653,0.061124395
1938,9.265850399,0.061141516
1938.5,9.265982721,0.061164851
1939,9.268035505,0.061175804
1939.5,9.267878149,0.061205666
1940,9.267234419,0.061212908
1940.5,9.268039082,0.061243529
1941,9.268371676,0.061257253
1941.5,9.268457506,0.061278577
1942,9.268532608,0.061296995
1942.5,9.26845393,0.061313312
1943,9.268697117,0.061338748
1943.5,9.269061897,0.061349611
1944,9.270735596,0.061379026
1944.5,9.271157597,0.061389486
1945,9.2703279,0.061414476
1945.5,9.270388697,0.061431195
1946,9.271171902,0.061448316
1946.5,9.271454428,0.061469684
1947,9.271722649,0.061483989
1947.5,9.271297072,0.061512734
1948,9.271425818,0.061520915
1948.5,9.272101734,0.061550866
1949,9.273643111,0.061561148
1949.5,9.27376828,0.061586539
1950,9.273632382,0.061603616
1950.5,9.27281699,0.061619665
1951,9.273875569,0.061644386
1951.5,9.274129485,0.06165431
1952,9.274841164,0.061684708
1952.5,9.274208163,0.061693872
1953,9.274015044,0.06172284
1953.5,9.274930571,0.061735268
1954,9.276307438,0.061756234
1954.5,9.276675795,0.061777021
1955,9.276657914,0.061791818
