Time (sec),Instron Force (kN),Extensometer (mm/mm)
1875.5,9.33144293,0.056461821
1876,9.33162532,0.056474338
1876.5,9.332866289,0.056511826
1877,9.33313451,0.056515707
1877.5,9.332072355,0.05655501
1878,9.333070137,0.056557576
1878.5,9.333824732,0.056576164
1879,9.333889105,0.05660464
1879.5,9.334092953,0.056604827
1880,9.333796122,0.056644131
1880.5,9.334032156,0.056654395
1881,9.334987023,0.056663657
1881.5,9.336417534,0.056701646
1882,9.336542704,0.05670102
1882.5,9.335341074,0.05673538
1883,9.335984804,0.056749899
1883.5,9.336592772,0.056756158
1884,9.336932518,0.0567969
1884.5,9.336996891,0.056797714
1885,9.337150671,0.056827442
1885.5,9.337046959,0.056844966
1886,9.338076928,0.056849284
1886.5,9.339121201,0.056891404
1887,9.338917353,0.056892092
1887.5,9.339071133,0.05691625
1888,9.338856556,0.056940846
1888.5,9.339432337,0.056943537
1889,9.340169051,0.05698428
1889.5,9.341227629,0.056986345
1890,9.340272763,0.05700656
1890.5,9.339882948,0.05703585
1891,9.341388562,0.057035662
1891.5,9.342078784,0.057074903
1892,9.342132428,0.057084666
1892.5,9.342161038,0.057099686
1893,9.341492274,0.057132105
1893.5,9.342125275,0.057131479
1894,9.34257231,0.057165713
1894.5,9.34313021,0.057179607
1895,9.343688109,0.057188431
1895.5,9.342590192,0.057225607
1896,9.34454284,0.057227484
1896.5,9.344778874,0.057259653
1897,9.344739535,0.057275424
1897.5,9.34490762,0.05728137
1898,9.344760993,0.057322301
1898.5,9.345086434,0.057323865
1899,9.346116403,0.057350276
1899.5,9.347142795,0.057370741
1900,9.346785167,0.057374246
1900.5,9.34574447,0.057416178
1901,9.347468236,0.057417868
1901.5,9.34752188,0.057440523
1902,9.347657779,0.057467936
1902.5,9.348054746,0.057468874
1903,9.347571948,0.057506488
1903.5,9.348451713,0.057514999
1904,9.348591188,0.057530333
1904.5,9.349792817,0.057562376
1905,9.350257733,0.057563628
1905.5,9.349220613,0.057599614
1906,9.349996665,0.057610567
1906.5,9.350343564,0.05762202
1907,9.350375751,0.057658068
1907.5,9.350708345,0.057658381
1908,9.350307801,0.05769055
1908.5,9.350726226,0.05770507
1909,9.351580957,0.057714019
1909.5,9.352825502,0.057751007
1910,9.352950671,0.057751883
1910.5,9.35293279,0.057780923
1911,9.352950671,0.057801325
1911.5,9.353125909,0.057806645
1912,9.353379825,0.057844446
1912.5,9.354281047,0.057848639
1913,9.354230979,0.057872234
1913.5,9.35425959,0.057896079
1914,9.355357507,0.057898332
1914.5,9.355625728,0.057938699
1915,9.355736593,0.057944144
1915.5,9.355797389,0.057963483
1916,9.355464796,0.057992147
1916.5,9.355861763,0.057991771
1917,9.35665212,0.058032201
1917.5,9.358275751,0.058039648
1918,9.357707122,0.058053793
1918.5,9.356745103,0.058088339
1919,9.35803614,0.058088277
1919.5,9.358450988,0.05812395
1920,9.358619074,0.058134402
1920.5,9.358890871,0.058146356
1921,9.358476022,0.058181215
1921.5,9.358551124,0.058181966
1922,9.35898743,0.058213634
1922.5,9.361097435,0.05823097
1923,9.36040006,0.058238105
1923.5,9.359466652,0.05827697
1924,9.360671858,0.058278973
1924.5,9.361251215,0.058305384
1925,9.361530165,0.058326475
1925.5,9.361437181,0.058329354
1926,9.361204723,0.058370222
1926.5,9.361340622,0.058374728
1927,9.362538675,0.058396758
1927.5,9.363926271,0.058422543
1928,9.363940577,0.05842392
1928.5,9.363010744,0.058465601
1929,9.363751034,0.058471171
1929.5,9.363965611,0.058486129
1930,9.364019255,0.058517547
1930.5,9.365456919,0.058518798
1931,9.364130119,0.058557288
1931.5,9.364502052,0.058564235
1932,9.365882496,0.058578692
1932.5,9.366504769,0.058610798
1933,9.366883854,0.058611487
1933.5,9.36642609,0.058649288
1934,9.366415362,0.058659677
1934.5,9.366715769,0.058670692
1935,9.367463211,0.058706741
1935.5,9.368664841,0.058708368
1936,9.367431025,0.058741475
1936.5,9.366865973,0.058754743
1937,9.36824284,0.058762191
1937.5,9.369430165,0.058800868
1938,9.369476656,0.058803622
1938.5,9.369433741,0.058830596
1939,9.369119028,0.058851374
1939.5,9.369451622,0.058854128
1940,9.37014542,0.058897687
1940.5,9.371379237,0.05889969
1941,9.371465067,0.058925913
1941.5,9.36965547,0.058947067
1942,9.371379237,0.058950697
1942.5,9.372137408,0.058990688
1943,9.372230391,0.058995633
1943.5,9.372223238,0.059015472
1944,9.371890645,0.059043197
1944.5,9.372262578,0.059043322
1945,9.373467784,0.059081061
1945.5,9.373993497,0.059091387
1946,9.374497752,0.059105031
1946.5,9.373546462,0.059137951
1947,9.37457643,0.05913939
1947.5,9.37482677,0.059176691
1948,9.375180821,0.059187205
1948.5,9.374994855,0.059201537
1949,9.374891143,0.059233205
1949.5,9.375052075,0.05923502
1950,9.375617127,0.059266312
1950.5,9.376425366,0.059282459
1951,9.376600604,0.059292473
1951.5,9.376353841,0.05932921
1952,9.376014094,0.059328897
1952.5,9.377637725,0.059359438
1953,9.377802234,0.059376587
1953.5,9.377727132,0.059383784
1954,9.377802234,0.059423463
1954.5,9.377755742,0.059424965
1955,9.378453116,0.059451501
1955.5,9.379586797,0.059473155
1956,9.380194764,0.059476159
1956.5,9.379955153,0.059517403
1957,9.37934361,0.059521095
1957.5,9.38014112,0.059539996
1958,9.380366426,0.05956916
1958.5,9.380480866,0.0595706
1959,9.380473714,0.059610654
1959.5,9.380373578,0.059616537
1960,9.381224732,0.059636126
1960.5,9.382029395,0.0596631
1961,9.38278399,0.059665478
1961.5,9.383077245,0.05970497
1962,9.382884126,0.059711416
1962.5,9.382973533,0.059726248
1963,9.383116584,0.059759418
1963.5,9.383549314,0.059759669
1964,9.383381229,0.059796156
1964.5,9.383209567,0.059806983
1965,9.383492093,0.059817059
1965.5,9.383982044,0.059854547
1966,9.385652166,0.059856112
1966.5,9.385780912,0.059888531
1967,9.385476928,0.059902863
1967.5,9.385752302,0.059909685
1968,9.385913234,0.059949676
1968.5,9.386553388,0.059951178
1969,9.38706122,0.059980656
1969.5,9.386667829,0.059999244
1970,9.386385303,0.060004125
1970.5,9.387325864,0.060043616
1971,9.388584714,0.060046307
1971.5,9.388563257,0.060070778
1972,9.388409477,0.060094248
1972.5,9.38788734,0.060096125
1973,9.38855968,0.060136242
1973.5,9.388802867,0.060143001
1974,9.389668327,0.060158647
1974.5,9.388827901,0.06018994
1975,9.388877969,0.060191191
1975.5,9.390920025,0.060232122
1976,9.391435009,0.060236753
1976.5,9.39132772,0.060253902
1977,9.39129911,0.060284756
1977.5,9.390894991,0.060286446
1978,9.391288381,0.06032481
1978.5,9.392146688,0.060333384
1979,9.392160993,0.060345275
1979.5,9.391967874,0.060382326
1980,9.391263347,0.060381575
1980.5,9.39262591,0.060413305
1981,9.393874031,0.060429014
1981.5,9.394020658,0.060436649
1982,9.394002777,0.060475953
1982.5,9.394002777,0.06047758
1983,9.39422093,0.060509874
1983.5,9.395311695,0.060525583
1984,9.395926815,0.060533656
1984.5,9.395165068,0.060570831
1985,9.394492727,0.060572646
1985.5,9.396055561,0.060600872
1986,9.396735054,0.060619898
1986.5,9.396745783,0.060628159
1987,9.396735054,0.060666398
1987.5,9.396677834,0.060667713
1988,9.396756512,0.060693873
1988.5,9.397371632,0.060716279
1989,9.398794991,0.060718594
1989.5,9.398794991,0.060759775
1990,9.398104769,0.06076522
1990.5,9.398830753,0.060783432
1991,9.399474484,0.06081147
1991.5,9.399749857,0.060812785
1992,9.399563891,0.060853402
1992.5,9.399499518,0.060859598
1993,9.399538857,0.06087781
1993.5,9.399764162,0.060906662
1994,9.400994402,0.060907976
1994.5,9.400661808,0.060949157
1995,9.400955063,0.060954226
1995.5,9.401369912,0.060968183
1996,9.401824099,0.061001728
1996.5,9.402306897,0.061003919
1997,9.402210337,0.061040281
1997.5,9.402464253,0.061051483
1998,9.402278286,0.061062749
1998.5,9.402596575,0.061099861
1999,9.403780323,0.06109886
1999.5,9.404087883,0.061132844
2000,9.404291731,0.061147301
2000.5,9.40350495,0.061155562
2001,9.404391867,0.061194365
2001.5,9.404663664,0.061195679
2002,9.405053479,0.061226408
2002.5,9.404896123,0.061241741
2003,9.404978377,0.061251943
2003.5,9.405057055,0.061289431
2004,9.406015498,0.061291183
2004.5,9.40750323,0.061320473
2005,9.407356602,0.06134
2005.5,9.406787974,0.061344693
2006,9.40747462,0.061385186
2006.5,9.407682044,0.061386563
2007,9.40768562,0.061414538
2007.5,9.407742841,0.061434753
2008,9.407624823,0.061437945
2008.5,9.407664162,0.06148019
2009,9.40793596,0.061483194
2009.5,9.409824235,0.061503596
2010,9.410332066,0.061529444
2010.5,9.409681184,0.061531322
2011,9.409591777,0.061570625
2011.5,9.410349948,0.061578385
2012,9.410682542,0.061594908
2012.5,9.41066466,0.061625512
2013,9.410421473,0.061627515
2013.5,9.410489423,0.061669446
2014,9.410696847,0.061673514
2014.5,9.412517173,0.061693729
2015,9.41278897,0.061721392
2015.5,9.411716086,0.06172352
2016,9.411201102,0.061756815
2016.5,9.413050038,0.061768831
2017,9.41312514,0.061783914
2017.5,9.413525683,0.061816834
2018,9.413178784,0.061816458
2018.5,9.413146598,0.061851881
2019,9.413597209,0.061865525
2019.5,9.415607078,0.061876227
2020,9.415800197,0.061912338
2020.5,9.41571079,0.061913214
2021,9.414244516,0.061945383
2021.5,9.415607078,0.061961092
2022,9.415818078,0.06197048
2022.5,9.41592179,0.062007968
2023,9.415975435,0.062008844
2023.5,9.415825231,0.062039448
2024,9.415925367,0.062057911
2024.5,9.417384488,0.062063606
2025,9.418224914,0.062104161
2025.5,9.417956693,0.0621056
2026,9.417155607,0.062130134
2026.5,9.41835366,0.062153353
2027,9.41863261,0.062156857
2027.5,9.418782813,0.062196974
2028,9.418686254,0.062200354
2028.5,9.41856466,0.062223385
2029,9.418768508,0.062247668
2029.5,9.419630392,0.062248357
2030,9.420621021,0.062291728
2030.5,9.420241935,0.062295483
2031,9.420055969,0.06231357
2031.5,9.420599563,0.062342985
2032,9.421321971,0.062344737
2032.5,9.421507938,0.06238185
2033,9.421375616,0.062390862
2033.5,9.421447141,0.062407885
2034,9.421479328,0.062438427
2034.5,9.422162397,0.06244043
2035,9.423703773,0.062475164
2035.5,9.423310383,0.062486304
2036,9.423231704,0.062500824
2036.5,9.422891958,0.062533305
2037,9.424182995,0.062534369
2037.5,9.424011333,0.062567101
2038,9.424140079,0.062581684
2038.5,9.42407213,0.062592073
2039,9.424122198,0.062629937
2039.5,9.424916132,0.062629123
2040,9.425659998,0.062662043
2040.5,9.425356014,0.062677626
2041,9.425860269,0.062686013
2041.5,9.425388201,0.062723188
2042,9.426596983,0.062725817
2042.5,9.426782949,0.062755044
2043,9.426879509,0.062773882
2043.5,9.426997526,0.062778138
2044,9.426908119,0.062819256
2044.5,9.426979645,0.062821947
2045,9.427387341,0.062847482
2045.5,9.428134783,0.062868135
2046,9.429189785,0.062874518
2046.5,9.428646191,0.062914009
2047,9.429143293,0.062917201
2047.5,9.429518803,0.062940045
2048,9.429525955,0.062963827
2048.5,9.429930075,0.062969772
2049,9.429701193,0.063012142
2049.5,9.42981921,0.063012017
2050,9.429951532,0.063040306
2050.5,9.431374891,0.063060333
2051,9.431267603,0.063061272
2051.5,9.430695398,0.063105519
2052,9.431160315,0.063107835
2052.5,9.4307705,0.063128613
2053,9.432254656,0.063155086
2053.5,9.432322605,0.063156776
2054,9.432175978,0.063198896
2054.5,9.432358368,0.063203777
2055,9.43237625,0.063220362
2055.5,9.433195217,0.063250653
2056,9.433924778,0.063253094
2056.5,9.433931931,0.063290708
2057,9.43304859,0.063299344
2057.5,9.434014185,0.06331424
2058,9.434872492,0.063345908
2058.5,9.435026272,0.063347159
2059,9.43501912,0.063383271
2059.5,9.434582814,0.0633956
2060,9.435026272,0.063403048
2060.5,9.435644968,0.063440786
2061,9.437254294,0.063442101
2061.5,9.435973986,0.063474394
2062,9.435358866,0.063490979
2062.5,9.436875208,0.063497926
2063,9.437676295,0.063536854
2063.5,9.437837227,0.063538293
2064,9.437915906,0.063567834
2064.5,9.437375887,0.063584731
2065,9.43774782,0.06359099
2065.5,9.438098296,0.063632233
2066,9.43928562,0.06363361
2066.5,9.438216313,0.063660146
2067,9.437847956,0.063680987
2067.5,9.439006671,0.063682552
2068,9.440104588,0.063724734
2068.5,9.440573081,0.063728614
2069,9.44045864,0.063753898
2069.5,9.439721926,0.063776366
2070,9.440433606,0.063779871
2070.5,9.440465792,0.063819049
2071,9.441946372,0.06382537
2071.5,9.441502913,0.063844208
2072,9.440751895,0.06387112
2072.5,9.441206082,0.063873498
2073,9.442700967,0.063911988
2073.5,9.44313012,0.063920186
2074,9.4432839,0.063932703
2074.5,9.442958459,0.063967814
2075,9.443173036,0.063967939
2075.5,9.443341121,0.064004989
2076,9.443723783,0.064015941
2076.5,9.444102868,0.064028771
2077,9.44331251,0.064064132
2077.5,9.443999156,0.064063568
2078,9.445304498,0.064098366
2078.5,9.445501193,0.064111571
2079,9.445844516,0.064123337
2079.5,9.445808753,0.064157633
2080,9.444936141,0.064158635
2080.5,9.445966109,0.064189614
2081,9.445958957,0.064208202
2081.5,9.446116313,0.064215086
2082,9.446012601,0.064250948
2082.5,9.446287974,0.064253388
2083,9.447192773,0.064280112
2083.5,9.447736367,0.064302705
2084,9.448780641,0.0643079
2084.5,9.448591098,0.064348142
2085,9.447793588,0.064350583
2085.5,9.448634013,0.064374615
2086,9.448676929,0.064397083
2086.5,9.448980913,0.064402278
2087,9.449188337,0.064440267
2087.5,9.44872342,0.064445336
2088,9.44918476,0.064466427
2088.5,9.449810609,0.06449215
2089,9.451151714,0.064496656
2089.5,9.451291189,0.064536648
2090,9.450518712,0.064541091
2090.5,9.45133768,0.06455899
2091,9.451430664,0.064590032
2091.5,9.451663122,0.06458853
2092,9.451870546,0.064626206
2092.5,9.451956377,0.064635094
2093,9.452228174,0.064648174
2093.5,9.452439174,0.06468197
2094,9.453522787,0.064683785
2094.5,9.453959093,0.064721774
2095,9.453079328,0.064732038
2095.5,9.45300065,0.064747559
2096,9.45413433,0.064778288
2096.5,9.454313144,0.064779289
2097,9.454592094,0.06481152
2097.5,9.454280958,0.064827605
2098,9.454145059,0.064833675
2098.5,9.454592094,0.064874356
2099,9.455911741,0.064875294
2099.5,9.456909523,0.064907338
2100,9.456380234,0.064923798
2100.5,9.4557973,0.064929242
2101,9.45669137,0.064970298
2101.5,9.457006082,0.064970924
2102,9.457259998,0.065000714
2102.5,9.457006082,0.065019678
2103,9.456877336,0.065025248
2103.5,9.45715271,0.065063487
2104,9.458289966,0.065066741
2104.5,9.459380732,0.065093152
2105,9.459073172,0.065116809
2105.5,9.457224235,0.065119688
2106,9.459080324,0.065159492
2106.5,9.459663258,0.065162621
2107,9.460013733,0.065187155
2107.5,9.459759817,0.065211062
2108,9.459566698,0.065212502
2108.5,9.459706173,0.065250616
2109,9.459827766,0.065257876
2109.5,9.460614548,0.065280344
2110,9.46176611,0.065306629
2110.5,9.460017309,0.065306003
2111,9.46145855,0.065345369
2111.5,9.46240984,0.065354507
2112,9.462449179,0.065368714
2112.5,9.462406263,0.065400069
2113,9.462324009,0.065400945
2113.5,9.462374077,0.065437995
2114,9.462806807,0.06544876
2114.5,9.463593588,0.065463092
2115,9.464054928,0.065496512
2115.5,9.462695942,0.065497075
2116,9.463307486,0.065534
2116.5,9.464169369,0.06554345
2117,9.465009795,0.065555842
2117.5,9.465174303,0.065592454
2118,9.465127812,0.065591078
2118.5,9.464999066,0.065624435
2119,9.465181456,0.065639706
2119.5,9.465889559,0.065649845
2120,9.466508255,0.065688522
2120.5,9.465564118,0.065688147
2121,9.465295897,0.065718688
2121.5,9.466740714,0.065736212
2122,9.467767106,0.065742157
2122.5,9.467810021,0.065782963
2123,9.467588292,0.065782212
2123.5,9.466712103,0.065812315
2124,9.467892275,0.065829964
2124.5,9.467981682,0.065834721
2125,9.468181954,0.065877904
2125.5,9.468332158,0.065879469
2126,9.467953072,0.065902688
2126.5,9.469111786,0.065927346
2127,9.469841347,0.065930601
2127.5,9.470599518,0.065971781
2128,9.470431433,0.065975411
2128.5,9.469759093,0.065998881
2129,9.470656739,0.0660226
2129.5,9.470549451,0.066025354
2130,9.470595942,0.066067912
2130.5,9.47058879,0.066070666
2131,9.470567332,0.066088565
2131.5,9.470706807,0.066117917
2132,9.471715317,0.066118918
2132.5,9.472866879,0.066157721
2133,9.473102914,0.06616448
2133.5,9.471997844,0.066182567
2134,9.472934829,0.066213109
2134.5,9.473238812,0.066213797
2135,9.473360406,0.066253288
2135.5,9.473464118,0.066261174
2136,9.473453389,0.066275256
2136.5,9.47316371,0.0663078
2137,9.473707305,0.066309177
2137.5,9.474089967,0.066345038
2138,9.474597798,0.066356491
2138.5,9.474372493,0.066369508
2139,9.474612103,0.066402741
2139.5,9.475262986,0.066405244
2140,9.476096259,0.066437413
2140.5,9.476149903,0.066453435
2141,9.476167785,0.066457565
2141.5,9.476042615,0.066499309
2142,9.476235734,0.066500186
2142.5,9.477140533,0.066530101
2143,9.477762805,0.066548251
2143.5,9.476929532,0.066555135
2144,9.476192819,0.06659375
2144.5,9.476929532,0.066595502
2145,9.477895127,0.066622977
2145.5,9.478771316,0.066643505
2146,9.478932248,0.066651641
2146.5,9.478460179,0.066690882
2147,9.478835689,0.066693323
2147.5,9.478939401,0.066720046
2148,9.480169641,0.066740824
2148.5,9.480216132,0.06674458
2149,9.479032384,0.066785197
2149.5,9.479425775,0.066786949
2150,9.481052982,0.066811045
2150.5,9.481618034,0.066835953
2151,9.481593,0.066841336
2151.5,9.480859863,0.06687945
2152,9.48134266,0.066883142
2152.5,9.481618034,0.066905047
2153,9.481904136,0.066931208
2153.5,9.482290374,0.066932772
2154,9.481818305,0.06697339
2154.5,9.48177539,0.066979335
2155,9.483399021,0.066994105
2155.5,9.484117853,0.067025586
2156,9.484078514,0.067027463
2156.5,9.483821022,0.067068269
2157,9.483177291,0.06707484
2157.5,9.484200107,0.067090236
2158,9.484407531,0.067122655
2158.5,9.484436142,0.067123218
2159,9.484314548,0.067159955
2159.5,9.484167921,0.067169969
2160,9.484643566,0.067181297
2160.5,9.485627042,0.067217408
2161,9.486481773,0.067217596
2161.5,9.486481773,0.067252644
2162,9.485258686,0.067266099
2162.5,9.486996757,0.067274924
2163,9.48706113,0.067315416
2163.5,9.487082588,0.067314916
2164,9.487068283,0.067346208
2164.5,9.487064707,0.06736248
2165,9.487025367,0.067370679
2165.5,9.487597572,0.067409043
2166,9.488237726,0.067409919
2166.5,9.48736869,0.067441274
2167,9.487962353,0.067457797
2167.5,9.488441574,0.067463492
2168,9.48967539,0.067504297
2168.5,9.489589559,0.067506989
2169,9.489836323,0.067531522
2169.5,9.489768373,0.067553114
2170,9.489764797,0.06755618
2170.5,9.490304815,0.067600052
2171,9.490519392,0.06760243
2171.5,9.491102325,0.067627652
2172,9.490769731,0.067649807
2172.5,9.490455019,0.067651497
2173,9.491195309,0.067691614
2173.5,9.492096531,0.067698373
2174,9.49226104,0.067716585
2174.5,9.492139446,0.067744936
2175,9.492407667,0.067746125
2175.5,9.492400515,0.067786931
2176,9.492776024,0.067793189
2176.5,9.493358957,0.06780677
2177,9.493527042,0.067841317
2177.5,9.492632973,0.067841505
2178,9.494045603,0.067881496
2178.5,9.494703638,0.06788788
2179,9.494993317,0.06790459
2179.5,9.495097029,0.067936321
2180,9.49426018,0.067936321
2180.5,9.494560587,0.067972933
2181,9.495218622,0.067983635
2181.5,9.495250809,0.067998781
2182,9.495322334,0.068030386
2182.5,9.495190012,0.068032702
2183,9.495372402,0.068067686
2183.5,9.496273625,0.068080642
2184,9.497811425,0.068090342
2184.5,9.497478831,0.06812589
2185,9.496069777,0.068127956
2185.5,9.497532475,0.068162064
2186,9.497904408,0.068175458
2186.5,9.497940171,0.068183781
2187,9.498029578,0.068220894
2187.5,9.497589695,0.068224086
2188,9.49791156,0.06825106
2188.5,9.498136866,0.068271838
2189,9.499395716,0.068276344
2189.5,9.499231207,0.068318026
2190,9.49852668,0.068318965
2190.5,9.498866427,0.068347879
2191,9.500211108,0.068366467
2191.5,9.500765431,0.068371411
2192,9.50077616,0.068413155
2192.5,9.50003587,0.068414219
2193,9.500604498,0.068439754
2193.5,9.500751126,0.068461283
2194,9.501838315,0.068464475
2194.5,9.501148093,0.068507032
2195,9.500801194,0.068511226
